30.091663,-0.2934254,0.1957829,0.011582948,0.4321028,-31.78026,-198.14236,2284.7942
27.698202,-0.25715107,0.22803462,0.0051284186,0.4322127,-30.988293,-203.51202,2289.12
23.848763,-0.22817327,0.17935093,-0.0017473084,0.43257403,-30.111126,-200.5225,2287.9463
22.271637,-0.35391706,0.23055637,-0.024226824,0.43256876,-30.32452,-199.96223,2287.3167
20.985773,-0.30589876,0.3021358,-0.041922007,0.4327673,-30.999298,-200.97562,2286.2063
19.700922,-0.3240951,0.31163496,-0.046669547,0.43276873,-31.545242,-201.9473,2284.4998
18.791542,-0.49062014,0.3992522,-0.0647736,0.43205005,-30.587198,-183.92618,2277.062
17.328072,-0.38370007,0.34956783,-0.041354883,0.43227443,-31.980515,-188.56827,2275.587
16.646297,-0.43271992,0.3216118,-0.0520343,0.432472,-32.522903,-185.95285,2272.6807
16.14905,-0.33344427,0.21599086,-0.08037091,0.43383256,-31.211258,-186.0481,2278.769
15.506933,-0.39873096,0.09987738,-0.08431045,0.43408516,-29.33638,-179.84634,2279.963
14.968606,-0.38587257,0.17585579,-0.06641297,0.43354207,-30.4799,-189.83432,2281.0613
14.625755,-0.40224946,0.20911436,-0.06791493,0.4334072,-31.391205,-182.22577,2276.424
14.317024,-0.40591687,0.2001564,-0.07228176,0.433518,-31.159595,-183.37677,2278.7344
14.234904,-0.13291542,0.2022457,-0.0018397986,0.43266994,-34.03756,-172.93243,2287.982
14.349519,0.40879613,0.06059348,0.18091077,0.42862055,-35.92054,-245.93361,2317.5662
14.863268,0.7815624,-0.14979053,0.25382537,0.42489204,-41.805374,-271.8833,2340.4915
