8.886013,-1.5220087,1.2235215,-2.253737,0.3744593,881.26166,223.57307,2139.082
8.828444,-1.5440762,1.0380142,-2.4762793,0.38843855,891.4918,219.44743,2169.7722
8.9150505,-1.6149441,0.28156245,-2.5710273,0.3942686,890.3429,218.80211,2204.8147
8.9048195,-1.61435,0.6728329,-2.0669692,0.36098933,886.2001,81.8445,2278.7957
8.871097,-1.079354,1.1245428,-2.941487,0.42111656,807.1469,265.8362,2384.3987
8.94375,0.09049496,0.39855227,-3.4327352,0.4483307,835.095,264.4937,2398.3293
9.004192,-0.1419557,0.3694342,-3.447347,0.44658318,781.6255,309.6669,2376.5925
9.057098,-1.3705491,-0.9186492,-1.6292927,0.361388,849.13794,490.10602,2441.5483
8.9818125,-0.69112086,-0.45628718,-2.7733634,0.45933032,366.5473,701.77057,2562.2607
8.871684,-1.1757365,-0.1318976,-2.8555024,0.4555272,366.74054,765.15173,2485.0164
8.826424,-0.26708263,1.3563132,-2.7523828,0.3905935,374.68192,725.5609,2448.4631
8.84134,-0.29599977,0.6401598,-0.5838614,0.4021012,412.7491,287.46097,2342.6655
8.76172,-0.2613013,0.6215806,-0.6042974,0.42448065,470.87967,256.0657,2334.7114
8.829269,-0.34374228,1.1235479,-1.2238908,0.2613874,356.03497,181.3989,2347.066
8.855377,-0.20819889,1.4475948,-1.9275192,0.3306666,346.60492,196.68112,2378.5215
8.910389,-0.4385903,1.494378,-1.7762907,0.31797823,347.46173,244.80962,2375.5723
8.998787,-0.49511293,1.5709101,-1.9712694,0.3358459,329.47388,251.39024,2373.4111
9.036315,-0.46571591,1.6636838,-2.4418187,0.37613285,310.18192,253.2905,2368.8267
9.121016,0.29388073,1.0543543,-3.2578614,0.43184656,241.51602,309.06665,2428.5833
9.002785,0.948428,0.4808219,-3.2835546,0.4314447,230.73845,294.5183,2428.3933
8.963334,0.59593266,1.1028512,-3.1807587,0.427775,193.62114,282.7847,2383.9321
9.044331,0.94441396,1.0778375,-3.0975354,0.4266883,171.84665,234.43341,2315.7466
9.207605,1.4293226,0.55328697,-3.0704849,0.42898723,120.32217,260.90033,2268.2847
9.300652,1.3551819,0.6208067,-3.1231666,0.43386465,125.403496,279.0994,2279.9373
9.344922,1.4712353,0.3972735,-3.110659,0.43653905,122.6068,283.17636,2280.955
9.29834,1.4989196,0.38206455,-3.0951333,0.4385591,113.822014,309.92126,2305.132
9.356709,1.621219,0.012718845,-3.0128198,0.43921933,108.96285,313.1339,2277.3416
